Id,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
2635,102, no, no,0,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4,2, False
2636,76, no, no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7,1, False
2637,104, no, no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62,2, False
2638,109, no, no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3, False
2639,105, no, no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2, False
2640,63, no, yes,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1, False
2641,105, no, yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3, False
2642,68, yes, yes,39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1, False
2643,63, yes, yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7,1, False
2644,74, no, no,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3, False
2645,76, no, no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0, False
2646,91, yes, no,0,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27,2, True
2647,101, no, no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5, False
2648,116, no, no,0,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0, True
2649,131, no, yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1, False
2650,84, no, no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1, False
2651,104, no, no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2, False
2652,108, no, no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3, False
2653,111, no, no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0, False
2654,155, no, yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1, False
2655,66, no, no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1, False
2656,64, no, no,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1, False
2657,69, no, no,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2, False
2658,116, no, no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3, False
2659,101, no, no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0, False
2660,15, no, no,0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35,2, False
2661,88, no, no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4, True
2662,197, no, no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0, False
2663,50, yes, no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2, True
2664,172, no, no,0,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43,2, False
2665,188, yes, yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1, True
2666,85, yes, no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3, False
2667,103, yes, no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1, True
2668,136, no, yes,27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7,3, False
2669,155, no, yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0, False
2670,145, no, no,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2, False
2671,116, no, yes,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2, False
2672,152, no, no,0,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57,2, False
2673,65, yes, no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0, True
2674,180, no, no,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81,3, True
2675,67, no, no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0, False
2676,60, no, no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0, False
2677,138, no, no,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0, False
2678,44, no, no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4, True
2679,25, no, no,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2, False
2680,145, no, no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1, False
2681,122, no, yes,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2, False
2682,121, no, no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0, True
2683,55, yes, no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0, False
2684,77, no, no,0,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56,1, False
2685,12, no, no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2, False
2686,64, no, no,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3, False
2687,92, no, yes,44,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7,2, False
2688,125, yes, yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59,1, True
2689,160, no, no,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7,1, False
2690,79, no, no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0, False
2691,36, no, no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89,3, False
2692,102, no, no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2, False
2693,138, yes, no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1, False
2694,164, no, no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3, False
2695,125, no, no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0, True
2696,72, no, no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2, False
2697,74, no, no,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32,3, True
2698,134, no, yes,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0, False
2699,145, no, no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1, False
2700,136, no, no,0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13,0, False
2701,209, no, no,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3, True
2702,66, yes, no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3, False
2703,152, no, yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1, False
2704,162, no, no,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1, False
2705,72, no, no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2, False
2706,101, no, no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4, False
2707,125, no, no,0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0, False
2708,46, no, no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43,2, False
2709,132, no, no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1, True
2710,193, no, yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16,0, False
2711,63, no, no,0,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97,0, True
2712,124, no, no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7,1, False
2713,144, no, no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0, False
2714,116, no, yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2, False
2715,189, no, yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1, False
2716,97, no, yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1, False
2717,137, no, yes,50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,2, False
2718,142, no, yes,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16,0, False
2719,84, no, no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1, False
2720,119, no, yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7,1, False
2721,158, no, no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1, False
2722,50, no, no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1, False
2723,98, no, no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2, False
2724,101, no, yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2, False
2725,182, no, no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2, True
2726,51, no, no,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24,0, False
2727,117, no, no,0,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67,2, False
2728,92, yes, no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0, False
2729,86, no, no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2, False
2730,122, no, no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2, False
2731,156, no, yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4,1, False
2732,127, no, no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0, True
2733,130, yes, no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5, True
2734,158, no, no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2, False
2735,145, yes, yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3,1, False
2736,90, yes, yes,26,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0, True
2737,127, no, yes,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48,3, False
2738,109, no, no,0,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67,1, False
2739,88, no, no,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03,1, False
2740,101, no, yes,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92,0, False
2741,171, no, no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0, False
2742,21, no, no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1, False
2743,145, no, yes,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2, False
2744,90, no, no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2, False
2745,33, no, no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1, False
2746,61, no, yes,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2, True
2747,107, no, no,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3, False
2748,147, no, no,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0, True
2749,117, no, no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2, False
2750,95, no, no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1, False
2751,186, no, no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1, False
2752,128, no, no,0,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13,0, False
2753,55, no, yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3, False
2754,134, no, no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2, False
2755,96, no, yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1, False
2756,107, no, no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0, False
2757,123, no, no,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2, False
2758,35, no, no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2, False
2759,74, no, no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24,0, False
2760,130, no, no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1, False
2761,137, yes, no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0, True
2762,88, no, no,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84,1, False
2763,80, no, no,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3, False
2764,116, no, yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3, False
2765,123, no, yes,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2, False
2766,120, no, no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1, False
2767,146, yes, no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1, False
2768,106, no, yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3, False
2769,121, no, yes,44,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1, False
2770,137, no, no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1, False
2771,84, no, yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2, False
2772,67, no, yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1, False
2773,161, no, no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4, True
2774,134, no, yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2, True
2775,62, yes, yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0, True
2776,120, no, yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1, False
2777,130, no, yes,30,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2,0, False
2778,20, no, no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2, False
2779,68, no, no,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1, False
2780,112, no, no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0, False
2781,77, no, no,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3, False
2782,109, no, no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2, False
2783,108, no, no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3, False
2784,79, no, yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1, False
2785,119, no, no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3, True
2786,38, no, no,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5, True
2787,109, no, yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,6, True
2788,78, no, no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1, False
2789,134, no, no,0,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94,0, False
2790,47, no, yes,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2, False
2791,59, no, yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0, False
2792,151, no, no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0, False
2793,129, no, no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,1, False
2794,107, no, yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2, False
2795,137, yes, no,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0, True
2796,76, no, no,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1, False
2797,24, no, no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0, False
2798,169, no, no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,2, False
2799,30, no, no,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1, False
2800,70, no, no,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,3, False
2801,52, yes, no,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0, True
2802,3, no, no,0,139,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4, False
2803,38, no, no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2, False
2804,104, no, no,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3, False
2805,27, no, no,0,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46,1, False
2806,166, yes, yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1, False
2807,13, no, no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2, False
2808,52, no, no,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2, False
2809,114, no, yes,25,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1, False
2810,156, no, no,0,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,1, False
2811,90, no, yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0, False
2812,62, no, no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2, False
2813,82, no, yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2, False
2814,52, no, no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3, False
2815,146, no, no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1, False
2816,120, no, yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2, False
2817,130, no, no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1, True
2818,90, no, no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1, False
2819,147, yes, no,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1, False
2820,159, no, no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0, True
2821,74, no, yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4, False
2822,130, no, no,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0, False
2823,155, yes, no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0, False
2824,87, no, no,0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,2, False
2825,81, no, no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0, True
2826,99, no, no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2, False
2827,131, no, no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2, False
2828,89, no, no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5, True
2829,123, yes, no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4, True
2830,130, no, yes,26,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1, False
2831,99, no, no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1, False
2832,36, no, no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1, False
2833,87, no, no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3, False
2834,139, no, no,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2, False
2835,189, no, no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1, False
2836,96, no, yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3, False
2837,112, no, no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2, False
2838,75, no, no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1, False
2839,178, no, yes,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2, False
2840,112, no, no,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2, True
2841,108, no, yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0, False
2842,100, no, no,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0, False
2843,121, no, yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0, False
2844,116, no, no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1, False
2845,161, no, no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1, False
2846,19, yes, no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0, False
2847,104, no, no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1, False
2848,119, yes, yes,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0, False
2849,125, no, no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,0, False
2850,156, no, no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1, False
2851,109, no, no,0,137,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2, False
2852,95, no, no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2, False
2853,90, no, no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1, False
2854,105, no, yes,21,147,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2, False
2855,101, no, no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1, False
2856,95, no, no,0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1, False
2857,123, no, no,0,204.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,0, False
2858,160, no, no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1, False
2859,141, no, yes,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1, False
2860,87, no, no,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0, False
2861,81, no, no,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2, False
2862,75, no, yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4, False
2863,126, no, yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0, False
2864,28, no, no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3, False
2865,153, no, no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0, False
2866,97, no, yes,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2, True
2867,115, no, no,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2, False
2868,95, no, no,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1, False
2869,17, yes, no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0, True
2870,105, no, yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1, False
2871,121, no, no,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2, False
2872,125, no, no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2, False
2873,124, no, no,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2, False
2874,35, no, no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2, False
2875,134, no, no,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0, True
2876,123, no, yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3, False
2877,124, no, no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3, False
2878,133, no, no,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2, False
2879,185, no, yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0, False
2880,1, no, yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1, False
2881,107, no, no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1, False
2882,91, no, yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1, False
2883,178, yes, no,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,2, True
2884,123, no, no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1, False
2885,170, no, no,0,285.7,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,1, True
2886,135, no, no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1, False
2887,85, no, no,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1, False
2888,134, no, yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2, False
2889,148, no, yes,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1, False
